,id,pac_name,date_of_deposit,amount,contributor,notes,relevant_amounts,source_docs,address,city,state,zip,address_full,occupation,type,employer,in_kind_description,lat,lng,accuracy
598,598,Florida Committee for Conservative Leade (CCE),5/12/03,2500,SOUTHERN STRATEGY GROUP INC,,,,P O BOX 10570,TALLAHASSEE,FL,32302,"P O BOX 10570, TALLAHASSEE, FL 32302",GOV'T RELATIONS,,,,26.0909516,-80.3735682,
428,428,Florida Committee for Conservative Leade (CCE),3/6/03,1000,HELFAN ANDREW J.,,,,4024 N. OCEAN DRIVE,HOLLYWOOD,FL,33019,"4024 N. OCEAN DRIVE, HOLLYWOOD, FL 33019",HMO PROVIDER,,,,26.0380049,-80.115386,
440,440,Florida Committee for Conservative Leade (CCE),3/6/03,5000,"HUMANA, INC.",,,,P. O. BOX 1438,LOUISVILLE,FL,40201,"P. O. BOX 1438, LOUISVILLE, FL 40201",HEALTH INSURANCE,,,,38.2189413,-85.7626705,
346,346,Florida Committee for Conservative Leade (CCE),2/28/03,2500,FLORIDA OUTDOOR ADVERTISING ASSOCIATION PAC,,,,200 W COLLEGE AVENUE          SUITE 224,TALLAHASSEE,FL,32301,"200 W COLLEGE AVENUE          SUITE 224, TALLAHASSEE, FL 32301",PAC,,,,30.4409139,-84.2834734,
410,410,Florida Committee for Conservative Leade (CCE),2/28/03,2000,GRAY HARRIS ATTORNEYS AT LAW,,,,P. O. BOX 3068,ORLANDO,FL,32802,"P. O. BOX 3068, ORLANDO, FL 32802",ATTORNEYS,,,,28.3289831,-81.5342295,
322,322,Florida Committee for Conservative Leade (CCE),2/28/03,1000,FLORIDA ENGINEERS PAC,,,,P. O. BOX 750,TALLAHASSEE,FL,32302,"P. O. BOX 750, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
588,588,Florida Committee for Conservative Leade (CCE),2/28/03,2500,SOUTHERN GARDENS CITRUS PROCESSING CORPORATION,,,,P. O. DRAWER 1207,CLEWISTON,FL,33440,"P. O. DRAWER 1207, CLEWISTON, FL 33440",MANUFACTURING,,,,26.630066,-81.090897,
649,649,Florida Committee for Conservative Leade (CCE),2/28/03,2500,UNITED STATES SUGAR CORPORATION,,,,P. O. DRAWER 1207,CLEWISTON,FL,33440,"P. O. DRAWER 1207, CLEWISTON, FL 33440",MANUFACTURING,,,,26.630066,-81.090897,
203,203,Florida Committee for Conservative Leade (CCE),2/13/03,500,BEAN AARON,,,,1643 EAST ST. RD. 200,YULEE,FL,32097,"1643 EAST ST. RD. 200, YULEE, FL 32097",CANDIDATE,,,,30.6329305,-81.6004007,
539,539,Florida Committee for Conservative Leade (CCE),1/22/03,10000,PRIORITY HEALTHCARE CORPORATION,,,,250 TECHNOLOGY PARK           SUITE 124,LAKE MARY,FL,32746,"250 TECHNOLOGY PARK           SUITE 124, LAKE MARY, FL 32746",HEALTHCARE,,,,28.7386525,-81.3628015,
655,655,Florida Committee for Conservative Leade (CCE),1/22/03,10000,VERIZON CORPORATE SERVICES CORP.,,,,"ONE TAMPA CITY CENTER         201 N. FRANKLIN ST., SUITE 700",TAMPA,FL,33602,"ONE TAMPA CITY CENTER         201 N. FRANKLIN ST., SUITE 700, TAMPA, FL 33602",TELECOMMUNICATIONS,,,,27.9469166,-82.4569141,
378,378,Florida Committee for Conservative Leade (CCE),1/10/03,2000,FLORIDA TRANSPORTATION BUILDERS' ASSN. PAC,,,,P. O. BOX 10025,TALLAHASSEE,FL,32302,"P. O. BOX 10025, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
389,389,Florida Committee for Conservative Leade (CCE),1/10/03,5000,FPBA STATE CORRECTIONAL OFFICERS PAC CCE,,,,P. O. BOX 11239,TALLAHASSEE,FL,32302,"P. O. BOX 11239, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
555,555,Florida Committee for Conservative Leade (CCE),1/7/03,1500,"RESPONSIBLE GOVERNMENT COMMITTEE OF GULF EMPLOYEES, INC.",,,,ONE ENERGY PLACE,PENSACOLA,FL,32520,"ONE ENERGY PLACE, PENSACOLA, FL 32520",PAC,,,,30.4145563,-87.2026441,
479,479,Florida Committee for Conservative Leade (CCE),12/6/02,2500,MEGA LIFE & HEALTH INSURANCE COMPANY,,,,1331 W. MEMORIAL ROAD         SUITE 112,OKLAHOMA CITY,OK,73114,"1331 W. MEMORIAL ROAD         SUITE 112, OKLAHOMA CITY, OK 73114",INSURANCE,,,,35.609261,-97.535794,
657,657,Florida Committee for Conservative Leade (CCE),12/6/02,200,"VEZINA, LAWRENCE & PISCITELLI, P.A.",,,,318 N. CALHOUN STREET,TALLAHASSEE,FL,32301,"318 N. CALHOUN STREET, TALLAHASSEE, FL 32301",ATTORNEYS,,,,30.4454107,-84.279847,
505,505,Florida Committee for Conservative Leade (CCE),12/3/02,500,NORTHWEST FLORIDA CONTRACTORS FOR GOOD GOVERNMENT,,,,201 SOUTH F. STREET,PENSACOLA,FL,32501,"201 SOUTH F. STREET, PENSACOLA, FL 32501",PAC,,,,30.4093475,-87.2322056,
459,459,Florida Committee for Conservative Leade (CCE),12/3/02,500,"LARRY HALL CONSTRUCTION, INC.",,,,4740 WOODBINE ROAD            P. O. BOX 2408,PACE,FL,32571,"4740 WOODBINE ROAD            P. O. BOX 2408, PACE, FL 32571",CONTRACTOR,,,,30.6099974,-87.1814159,
671,671,Florida Committee for Conservative Leade (CCE),12/3/02,500,"WHITESELL-GREEN, INC.",,,,P. O. BOX 2849,PENSACOLA,FL,32513,"P. O. BOX 2849, PENSACOLA, FL 32513",CONTRACTOR,,,,30.4883936,-87.2252454,
441,441,Florida Committee for Conservative Leade (CCE),12/3/02,500,HUNT WILLIAM A.,,,,P. O. BOX 6086,PENSACOLA,FL,32503,"P. O. BOX 6086, PENSACOLA, FL 32503",CONTRACTOR,,,,30.4883936,-87.2252454,
513,513,Florida Committee for Conservative Leade (CCE),11/25/02,139.1,OFFICE DEPOT,,,,402 WEST 23RD STREET,PANAMA CITY,FL,32405,"402 WEST 23RD STREET, PANAMA CITY, FL 32405",,,,,30.190694,-85.6673026,
561,561,Florida Committee for Conservative Leade (CCE),11/12/02,5000,"ROYCO, INC. DBA ESRD LABORATORY",,,,831 N.W. 57TH STREET,FORT LAUDERDALE,FL,33309,"831 N.W. 57TH STREET, FORT LAUDERDALE, FL 33309",MEDICAL LAB,,,,26.1976339,-80.1543647,
328,328,Florida Committee for Conservative Leade (CCE),10/18/02,500,FLORIDA HEALTH CARE PAC,,,,307 W. PARK AVENUE,TALLAHASSEE,FL,32301,"307 W. PARK AVENUE, TALLAHASSEE, FL 32301",PAC,,,,30.441647,-84.2846937,
171,171,Florida Committee for Conservative Leade (CCE),10/18/02,500,ALAN D. HOLT A.S.L.A. LANDSCAPE ARCHITECT,,,,433 HARRISON AVENUE,PANAMA CITY,FL,32401,"433 HARRISON AVENUE, PANAMA CITY, FL 32401",ARCHITECT,,,,30.1558365,-85.6607169,
392,392,Florida Committee for Conservative Leade (CCE),10/18/02,2500,FRIENDS OF LANDSCAPE ARCHITECTURE CCE,,,,820 LIVE OAK PLANTATION ROAD,TALLAHASSEE,FL,32312,"820 LIVE OAK PLANTATION ROAD, TALLAHASSEE, FL 32312",PAC,,,,30.4914328,-84.2667575,
176,176,Florida Committee for Conservative Leade (CCE),10/18/02,250,AMERICAN FIRE SPRINKLER ASSOCIATION,,,,P. O. BOX 110544              FLORIDA CHAPTER,NAPLES,FL,34108,"P. O. BOX 110544              FLORIDA CHAPTER, NAPLES, FL 34108",ASSOCIATION,,,,26.241595,-81.807056,
289,289,Florida Committee for Conservative Leade (CCE),10/17/02,489.5,FAR HORIZONS TRAVEL,,,,11214 MIDDLE BEACH ROAD,PANAMA CITY BEACH,FL,32407,"11214 MIDDLE BEACH ROAD, PANAMA CITY BEACH, FL 32407",TRAVEL AGENT,,,,30.1892667,-85.8173972,
288,288,Florida Committee for Conservative Leade (CCE),10/8/02,50,FAR HORIZONS TRAVEL,,,,11214 MIDDLE BEACH ROAD,PANAMA CITY BEACH,FL,32407,"11214 MIDDLE BEACH ROAD, PANAMA CITY BEACH, FL 32407",TRAVEL AGENT,,,,30.1892667,-85.8173972,
651,651,Florida Committee for Conservative Leade (CCE),10/2/02,200,UTILITY SERVICE COMPANY INC.,,,,4326 GULF BREEZE PARKWAY,GULF BREEZE,FL,32561,"4326 GULF BREEZE PARKWAY, GULF BREEZE, FL 32561",PRIVATE UTILITY CO.,,,,30.3943342,-87.0430243,
178,178,Florida Committee for Conservative Leade (CCE),9/25/02,200,ANDERSON CARL S.,,,,3605D THOMAS DRIVE,PANAMA CITY BEACH,FL,32408,"3605D THOMAS DRIVE, PANAMA CITY BEACH, FL 32408",RETIRED,,,,30.1444146,-85.7482198,
557,557,Florida Committee for Conservative Leade (CCE),9/25/02,250,ROHAN MICHAEL X.,,,,408 WEST 19TH STREET,PANAMA CITY,FL,32405,"408 WEST 19TH STREET, PANAMA CITY, FL 32405",PHYSICIAN,,,,30.1824214,-85.6656311,
488,488,Florida Committee for Conservative Leade (CCE),9/24/02,2500,MONTENAY BAY LLC,,,,6510 BAY LINE DRIVE,PANAMA CITY,FL,32404,"6510 BAY LINE DRIVE, PANAMA CITY, FL 32404",WASTE MANAGEMENT,,,,30.2660656,-85.5198112,
497,497,Florida Committee for Conservative Leade (CCE),9/14/02,500,NATPAC,,,,P. O. BOX 1701,TALLAHASSEE,FL,32302,"P. O. BOX 1701, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
480,480,Florida Committee for Conservative Leade (CCE),9/6/02,100,MESLOW DAVID K.,,,,1431 CONSERVANCY DRIVE E.,TALLAHASSEE,FL,32312,"1431 CONSERVANCY DRIVE E., TALLAHASSEE, FL 32312",,,,,30.5765874,-84.2510296,
234,234,Florida Committee for Conservative Leade (CCE),9/6/02,10000,"CLAIMS CONTROL, INC.",,,,1600 WEST COMMERCIAL BLVD,FORT LAUDERDALE,FL,33309,"1600 WEST COMMERCIAL BLVD, FORT LAUDERDALE, FL 33309",INSURANCE CLAIMS,,,,26.1876822,-80.1650591,
533,533,Florida Committee for Conservative Leade (CCE),9/6/02,5000,"PFISER, INC.",,,,400 PERIMETER CENTER TERRACE  SUITE 700,ATLANTA,GA,30346,"400 PERIMETER CENTER TERRACE  SUITE 700, ATLANTA, GA 30346",PHARMASCEUTICAL CO.,,,,33.930007,-84.338283,
262,262,Florida Committee for Conservative Leade (CCE),9/6/02,5000,"DAB CONSTRUCTORS, INC.",,,,P. O. BOX 1589,INGLIS,FL,34449,"P. O. BOX 1589, INGLIS, FL 34449",ROAD BUILDER,,,,42.2778667,-83.7169994,
449,449,Florida Committee for Conservative Leade (CCE),9/3/02,100,JOHNSON SCOTT J.,,,,110 FLAGLER PROM N,WEST PALM BEACH,FL,33405,"110 FLAGLER PROM N, WEST PALM BEACH, FL 33405",,,,,26.67452,-80.0494541,
182,182,Florida Committee for Conservative Leade (CCE),9/3/02,100,"ARROW DIRECTIONSAL BORING, INC.",,,,11950 NW 39TH STREET          SUITE A,CORAL SPRINGS,FL,33065,"11950 NW 39TH STREET          SUITE A, CORAL SPRINGS, FL 33065",,,,,26.2781247,-80.2859847,
620,620,Florida Committee for Conservative Leade (CCE),9/3/02,500,"THE DEMOYA GROUP, INC.",,,,12209 S. DIXIE HWY,MIAMI,FL,33156,"12209 S. DIXIE HWY, MIAMI, FL 33156",CONSTRUCTION,,,,25.657091,-80.327388,
301,301,Florida Committee for Conservative Leade (CCE),9/3/02,200,FENTRISS ANNA CAM,,,,1400 VILLAGE SQUARE BLVD      NO 3 PMB 243,TALLAHASSEE,FL,32312,"1400 VILLAGE SQUARE BLVD      NO 3 PMB 243, TALLAHASSEE, FL 32312",ATTORNEY,,,,30.510854,-84.249336,
264,264,Florida Committee for Conservative Leade (CCE),9/3/02,100,"DAVID LEWIS ROOFING CO., INC.",,,,1406 MINNESOTA AVENUE,LYNN HAVEN,FL,32444,"1406 MINNESOTA AVENUE, LYNN HAVEN, FL 32444",,,,,30.2373427,-85.6444857,
426,426,Florida Committee for Conservative Leade (CCE),9/3/02,250,HEBRANK KARI B.,,,,1848 WAGON WHEEL CR WEST,TALLAHASSEE,FL,32311,"1848 WAGON WHEEL CR WEST, TALLAHASSEE, FL 32311",CONSULTANT,,,,30.4554944,-84.1820079,
237,237,Florida Committee for Conservative Leade (CCE),9/3/02,300,COASTAL LUMBER COMPANY PAC,,,,200 W. COLLEGE AVENUE,TALLAHASSEE,FL,32301,"200 W. COLLEGE AVENUE, TALLAHASSEE, FL 32301",PAC,,,,30.4409139,-84.2834734,
639,639,Florida Committee for Conservative Leade (CCE),9/3/02,2000,UNDERGROUND UTILITY CONTRACTORS PAC,,,,231 W. BAY AVENUE,LONGWOOD,FL,32750,"231 W. BAY AVENUE, LONGWOOD, FL 32750",PAC,,,,28.6997209,-81.3493328,
542,542,Florida Committee for Conservative Leade (CCE),9/3/02,100,R. BRUCE KERSHNER COMPANY,,,,231 WEST BAY AVENUE,LONGWOOD,FL,32750,"231 WEST BAY AVENUE, LONGWOOD, FL 32750",,,,,28.6997209,-81.3493328,
454,454,Florida Committee for Conservative Leade (CCE),9/3/02,50,KELSON MICHELE B.,,,,3737 IDLEWOOD DRIVE,PENSACOLA,FL,32505,"3737 IDLEWOOD DRIVE, PENSACOLA, FL 32505",,,,,30.4149119,-87.2599042,
473,473,Florida Committee for Conservative Leade (CCE),9/3/02,50,MAYTS ANDREW J.,,,,3868 TIMBER RIDGE COURT,PALM HARBOR,FL,34685,"3868 TIMBER RIDGE COURT, PALM HARBOR, FL 34685",,,,,28.1066994,-82.6811418,
353,353,Florida Committee for Conservative Leade (CCE),9/3/02,2500,FLORIDA PODIATRY PAC,,,,410 N. GADSEN STREET,TALLAHASSEE,FL,32301,"410 N. GADSEN STREET, TALLAHASSEE, FL 32301",PAC,,,,30.4462571,-84.2786888,
483,483,Florida Committee for Conservative Leade (CCE),9/3/02,150,"MICHAEL'S OF TALLAHASSEE, INC.",,,,4123 WOODVILLE HIGHWAY,TALLAHASSEE,FL,32305,"4123 WOODVILLE HIGHWAY, TALLAHASSEE, FL 32305",CONSTRUCT MATERIELS,,,,30.383819,-84.272869,
461,461,Florida Committee for Conservative Leade (CCE),9/3/02,200,LEE BILL,,,,4326 GULF BREEZE PARKWAY,GULF BREEZE,FL,32563,"4326 GULF BREEZE PARKWAY, GULF BREEZE, FL 32563",CONSTRUCTION,,,,30.3943342,-87.0430243,
567,567,Florida Committee for Conservative Leade (CCE),9/3/02,25,SCOTT-LEISER PAULA,,,,4490 PINE FOREST ROAD,MILTON,FL,32583,"4490 PINE FOREST ROAD, MILTON, FL 32583",,,,,30.5978657,-87.0690114,
386,386,Florida Committee for Conservative Leade (CCE),9/3/02,100,"FORSBERG CONSTRUCTION, INC.",,,,6475 GOLF COURSE BLVD,PUNTA GORDA,FL,33982,"6475 GOLF COURSE BLVD, PUNTA GORDA, FL 33982",,,,,26.934597,-82.003286,
612,612,Florida Committee for Conservative Leade (CCE),9/3/02,500,"SUPERIOR CONSTRUCTION COMPANY, INC.",,,,6972 BUSINESS PARK BLVD NORTH,JACKSONVILLE,FL,32256,"6972 BUSINESS PARK BLVD NORTH, JACKSONVILLE, FL 32256",CONSTRUCTION,,,,30.166166,-81.525356,
248,248,Florida Committee for Conservative Leade (CCE),9/3/02,50,COOK JOSEPH E.,,,,8325 TIDWELL ROAD,PACE,FL,32571,"8325 TIDWELL ROAD, PACE, FL 32571",,,,,30.740228,-87.190493,
325,325,Florida Committee for Conservative Leade (CCE),9/3/02,250,FLORIDA FIRE EQUIPMENT DEALERS ASSN. PAC,,,,P. O. BOX 10615,TALLAHASSEE,FL,32302,"P. O. BOX 10615, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
220,220,Florida Committee for Conservative Leade (CCE),9/3/02,100,C & M PAC,,,,P. O. BOX 10615,TALLAHASSEE,FL,32302,"P. O. BOX 10615, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
527,527,Florida Committee for Conservative Leade (CCE),9/3/02,250,"PENSACOLA CONCRETE CONSTRUCTION CO., INC.",,,,P. O. BOX 2787,PENSACOLA,FL,32513,"P. O. BOX 2787, PENSACOLA, FL 32513",CONSTRUCT. MATERIELS,,,,30.4883936,-87.2252454,
599,599,Florida Committee for Conservative Leade (CCE),9/3/02,500,SOUTHWEST FLORIDA UCA,,,,P. O. BOX 50010,FT. MYERS,FL,33994,"P. O. BOX 50010, FT. MYERS, FL 33994",PROF. ASSOCIATION,,,,26.5555896,-81.8734292,
446,446,Florida Committee for Conservative Leade (CCE),9/3/02,75,"JOHN-WOODY, INC.",,,,P. O. BOX 60218,JACKSONVILLE,FL,32236,"P. O. BOX 60218, JACKSONVILLE, FL 32236",,,,,34.8732682,-92.1112984,
305,305,Florida Committee for Conservative Leade (CCE),9/3/02,2250,FLA LUMBER PAC,,,,P. O. BOX 65,MOUNT DORA,FL,32756,"P. O. BOX 65, MOUNT DORA, FL 32756",PAC,,,,28.822632,-81.644987,
283,283,Florida Committee for Conservative Leade (CCE),9/3/02,50,ENCORE CONSTRUCTION COMPANY,,,,P. O. BOX 771599,WINTER GARDEN,FL,34777,"P. O. BOX 771599, WINTER GARDEN, FL 34777",,,,,28.5656016,-81.5883902,
393,393,Florida Committee for Conservative Leade (CCE),9/3/02,500,FRSA-PAC,,,,P.O. BOX 4850,WINTER PARK,FL,32793,"P.O. BOX 4850, WINTER PARK, FL 32793",PAC,,,,28.5843102,-81.3646243,
455,455,Florida Committee for Conservative Leade (CCE),9/3/02,100,KILLEBREW SAM H.,,,,P.O. BOX 5590,LAKELAND,FL,33807,"P.O. BOX 5590, LAKELAND, FL 33807",,,,,41.5028824,-96.115874,
416,416,Florida Committee for Conservative Leade (CCE),9/3/02,200,"GULFSIDE SUPPLY, INC.",,,,PANAMA CITY BRANCH            2215 E. 17TH STREET,PANAMA CITY,FL,32404,"PANAMA CITY BRANCH            2215 E. 17TH STREET, PANAMA CITY, FL 32404",BUILDING MATERIELS,,,,30.205603,-85.831527,
396,396,Florida Committee for Conservative Leade (CCE),8/29/02,200,"G. S. EQUIPMENT, INC.",,,,1023 S. 50TH STREET,TAMPA,FL,33619,"1023 S. 50TH STREET, TAMPA, FL 33619",ROAD BUILDER,,,,27.9392445,-82.4024751,
663,663,Florida Committee for Conservative Leade (CCE),8/29/02,500,WALKER JAMES B.,,,,11306 TRALEE DRIVE,RIVERVIEW,FL,33569,"11306 TRALEE DRIVE, RIVERVIEW, FL 33569",ROAD BUILDER,,,,27.8350065,-82.2843165,
508,508,Florida Committee for Conservative Leade (CCE),8/29/02,200,O'BRIEN ROBERT G.,,,,829 QUEENS HARBOUR BLVD.,JACKSONVILLE,FL,32225,"829 QUEENS HARBOUR BLVD., JACKSONVILLE, FL 32225",ROAD BUILDER,,,,30.338148,-81.450142,
279,279,Florida Committee for Conservative Leade (CCE),8/29/02,300,ELMORE CRAIG K.,,,,8345-96 COURT SOUTH,BOYNTON BEACH,FL,33437,"8345-96 COURT SOUTH, BOYNTON BEACH, FL 33437",ROAD BUILDER,,,,26.534298,-80.178596,
221,221,Florida Committee for Conservative Leade (CCE),8/29/02,2500,"C. W. ROBERTS CONTRACTING, INC.",,,,P. O. BOX 188,HOSFORD,FL,32334,"P. O. BOX 188, HOSFORD, FL 32334",CONTRACTOR,,,,45.5062294,-122.6372525,
439,439,Florida Committee for Conservative Leade (CCE),8/29/02,1000,HUBBARD CONSTRUCTION COMPANY,,,,P. O. BOX 547217,ORLANDO,FL,32854,"P. O. BOX 547217, ORLANDO, FL 32854",ROAD BUILDERS,,,,28.3289831,-81.5342295,
434,434,Florida Committee for Conservative Leade (CCE),8/27/02,810,HILTON CHARLES,,,,4116 HIGHWAY 231 N,PANAMA CITY,FL,32404,"4116 HIGHWAY 231 N, PANAMA CITY, FL 32404",ATTORNEY,,,USE OF PLANE,30.219677,-85.597243,
489,489,Florida Committee for Conservative Leade (CCE),8/22/02,100,MOORE JOE F.,,,,1200 W. BEACH DRIVE,PANAMA CITY,FL,32401,"1200 W. BEACH DRIVE, PANAMA CITY, FL 32401",,,,,30.1631111,-85.6792342,
424,424,Florida Committee for Conservative Leade (CCE),8/22/02,100,HAYNES HAROLD,,,,1312 ALABAMA AVENUE,LYNN HAVEN,FL,32444,"1312 ALABAMA AVENUE, LYNN HAVEN, FL 32444",,,,,30.2382979,-85.6535846,
442,442,Florida Committee for Conservative Leade (CCE),8/22/02,100,HURST ROBERT F.,,,,1415 WILDERIDGE ROAD,LYNN HAVEN,FL,32444,"1415 WILDERIDGE ROAD, LYNN HAVEN, FL 32444",,,,,30.2272631,-85.6645833,
437,437,Florida Committee for Conservative Leade (CCE),8/22/02,500,HOLLOWAY CONSTRUCTION,,,,16229 E. LULLWATER DRIVE,PANAMA CITY BEACH,FL,32413,"16229 E. LULLWATER DRIVE, PANAMA CITY BEACH, FL 32413",CONTRACTOR,,,,30.222428,-85.881085,
196,196,Florida Committee for Conservative Leade (CCE),8/22/02,100,AUTOSAVE TIRE STORES,,,,326 W. 15TH STREET,PANAMA CITY,FL,32401,"326 W. 15TH STREET, PANAMA CITY, FL 32401",,,,,30.175488,-85.664505,
421,421,Florida Committee for Conservative Leade (CCE),8/22/02,100,HAMPTON PETER T.,,,,360 MASSALINA DRIVE,PANAMA CITY,FL,32401,"360 MASSALINA DRIVE, PANAMA CITY, FL 32401",,,,,30.1542948,-85.6533713,
270,270,Florida Committee for Conservative Leade (CCE),8/22/02,100,DRAKE JOHN D.,,,,BAY POINT BOX 27644,PANAMA CITY,FL,32411,"BAY POINT BOX 27644, PANAMA CITY, FL 32411",,,,,30.2898013,-86.0108149,
255,255,Florida Committee for Conservative Leade (CCE),8/22/02,2500,"CREATIVE RECYCLING SYSTEMS, INC.",,,,P.O. BOX 19120,TAMPA,FL,33686,"P.O. BOX 19120, TAMPA, FL 33686",RECYCLING,,,,28.2783029,-82.7018946,
614,614,Florida Committee for Conservative Leade (CCE),8/21/02,500,SWITZER BARRY B.,,,,92 HIGHPOINT DRIVE,GULF BREEZE,FL,32561,"92 HIGHPOINT DRIVE, GULF BREEZE, FL 32561",SALES,,,,30.3670745,-87.1850095,
654,654,Florida Committee for Conservative Leade (CCE),8/21/02,10000,VERIZON CORPORATE SERVICES CORP.,,,,"ONE TAMPA CITY CENTER         201 N. FRANKLIN ST., SUITE 700",TAMPA,FL,33602,"ONE TAMPA CITY CENTER         201 N. FRANKLIN ST., SUITE 700, TAMPA, FL 33602",TELECOMMUNICATIONS,,,,27.9469166,-82.4569141,
635,635,Florida Committee for Conservative Leade (CCE),8/21/02,500,"THOMPSON TRACTOR CO., INC.",,,,P. O. BOX 10367,BIRMINGHAM,AL,35202,"P. O. BOX 10367, BIRMINGHAM, AL 35202",EQUIPMENT COMPANY,,,,33.544622,-86.929208,
653,653,Florida Committee for Conservative Leade (CCE),8/21/02,5000,VECELLIO CONTRACTING CORPORATION,,,,P. O. BOX 15065,WEST PALM BEACH,FL,33416,"P. O. BOX 15065, WEST PALM BEACH, FL 33416",ROAD BUILDERS,,,,26.707129,-80.0636547,
574,574,Florida Committee for Conservative Leade (CCE),8/16/02,500,SLADE MICHAEL,,,,149 SCARBOROUGH TERRACE,WEST PALM BEACH,FL,33414,"149 SCARBOROUGH TERRACE, WEST PALM BEACH, FL 33414",ROAD BUILDER,,,,26.6755646,-80.2534434,
207,207,Florida Committee for Conservative Leade (CCE),8/16/02,5000,BELLPOWER PAC,,,,150 SOUTH MONROE STREET       SUITE 400,TALLAHASSEE,FL,32301,"150 SOUTH MONROE STREET, TALLAHASSEE, FL 32301",PAC,,,,30.4408683,-84.2809175,
478,478,Florida Committee for Conservative Leade (CCE),8/16/02,300,"MCRAE & METCALF, P.A.",,,,1677 MAHAN CENTER BLVD.,TALLAHASSEE,FL,32308,"1677 MAHAN CENTER BLVD., TALLAHASSEE, FL 32308",CONSULTING ENGINEERS,,,,30.460379,-84.236048,
170,170,Florida Committee for Conservative Leade (CCE),8/16/02,1000,"AJAX PAVING INDUSTRIES, INC. OF FLORIDA",,,,510 GENE GREEN ROAD,NAKOMIS,FL,34275,"510 GENE GREEN ROAD, NAKOMIS, FL 34275",ROAD BUILDERS,,,,27.1556357,-82.3993328,
462,462,Florida Committee for Conservative Leade (CCE),8/16/02,500,"LEWARE CONSTRUCTION COMPANY OF FLORIDA, INC.",,,,925 THOMAS AVENUE,LEESBURG,FL,34748,"925 THOMAS AVENUE, LEESBURG, FL 34748",ROAD BUILDERS,,,,28.8232206,-81.9044866,
379,379,Florida Committee for Conservative Leade (CCE),8/16/02,15000,FLORIDA TRANSPORTATION BUILDERS' ASSN. PAC,,,,P. O. BOX 10025,TALLAHASSEE,FL,32302,"P. O. BOX 10025, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
197,197,Florida Committee for Conservative Leade (CCE),8/16/02,5000,BACHSCHMIDT WILLIAM J.,,,,P. O. BOX 1396,INGLIS,FL,34449,"P. O. BOX 1396, INGLIS, FL 34449",ROAD BUILDERS,,,,42.2778667,-83.7169994,
247,247,Florida Committee for Conservative Leade (CCE),8/16/02,1000,"CONE & GRAHAM, INC.",,,,P. O. BOX 310167,TAMPA,FL,33680,"P. O. BOX 310167, TAMPA, FL 33680",ROAD BUILDERS,,,,28.2783029,-82.7018946,
463,463,Florida Committee for Conservative Leade (CCE),8/16/02,250,LINDER INDUSTRIAL MACHINERY COMPANY,,,,P. O. BOX 4589,PLANT CITY,FL,33564,"P. O. BOX 4589, PLANT CITY, FL 33564",MANUFACTURING,,,,30.1756284,-82.5991446,
311,311,Florida Committee for Conservative Leade (CCE),8/16/02,5000,FLORIDA CITRUS MUTUAL STATE COMMITTEE OF CONTINUOUS EXISTENCE,,,,P.O. BOX 89,LAKELAND,FL,33802,"P.O. BOX 89, LAKELAND, FL 33802",PAC,,,,28.0462625,-81.9488769,
290,290,Florida Committee for Conservative Leade (CCE),8/8/02,267.5,FAR HORIZONS TRAVEL,,,,11214 MIDDLE BEACH ROAD,PANAMA CITY BEACH,FL,32407,"11214 MIDDLE BEACH ROAD, PANAMA CITY BEACH, FL 32407",TRAVEL AGENT,,,,30.1892667,-85.8173972,
338,338,Florida Committee for Conservative Leade (CCE),8/8/02,1000,FLORIDA MANUFACTURED HOUSING ASSOC. INC PAC,,,,115 N. CALHOUN STREET         SUITE 5,TALLAHASSEE,FL,32301,"115 N. CALHOUN STREET         SUITE 5, TALLAHASSEE, FL 32301",PAC,,,,30.4429531,-84.2793059,
674,674,Florida Committee for Conservative Leade (CCE),8/8/02,250,WINDHAM DAVID P.,,,,224 S. COVE LANE,PANAMA CITY,FL,32401,"224 S. COVE LANE, PANAMA CITY, FL 32401",DENTIST,,,,30.1425953,-85.6352542,
329,329,Florida Committee for Conservative Leade (CCE),8/8/02,1000,FLORIDA HEALTH CARE PAC,,,,307 W. PARK AVENUE,TALLAHASSEE,FL,32301,"307 W. PARK AVENUE, TALLAHASSEE, FL 32301",PAC,,,,30.441647,-84.2846937,
433,433,Florida Committee for Conservative Leade (CCE),8/8/02,694,HILTON CHARLES,,,,4116 HIGHWAY 231 N,PANAMA CITY,FL,32404,"4116 HIGHWAY 231 N, PANAMA CITY, FL 32404",ATTORNEY,,,USE OF PLANE,30.219677,-85.597243,
372,372,Florida Committee for Conservative Leade (CCE),8/8/02,1000,FLORIDA SOCIETY OF ANESTHESIOLOGISTS PAC,,,,P O BOX 13978,TALLAHASSEE,FL,32317,"P O BOX 13978, TALLAHASSEE, FL 32317",PAC,,,,26.0909516,-80.3735682,
